Perfis,Massa Linear (Kg/m),d (Altura do perfil mm),bf (mm),D (mm),tw Espessura da Alma (mm),h (Distância entre mesas mm),d' (Altura Livre da Alma-mm),Área(cm²),Ix (cm⁴),Wx (cm³),rx (cm),Iy (cm⁴),Wy (cm³),ry (cm),It (cm⁴),Esbeltez da Alma (h/tw),Cw (cm⁶),u (Área de pintura - m²/m),xg,x0,r0,bf/bw,bw/t,D/bw,D/bw_min,Verificação
"125 x 50 x 17 x 3,35","6,23179762971817",125,50,17,"3,35","111,6","111,6","7,93859570664734","184,4457904104","29,511326465664","4,82017195366129","25,3669758297973","7,47031577947988","1,78756772630662","0,296969634392833","33,3134328358209","884,652979898246","243,673006168577","1,60429671534401","3,70820365218328","6,3387877677882","0,4","37,3134328358209","0,136","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"125 x 50 x 17 x 3,75","6,89846962957556",125,50,17,"3,75",110,110,"8,78785940073319","201,97582716678","32,3161323466848","4,79411169032328","27,3828339182392","8,0585396754059","1,76521515034619","0,411930909409368","29,3333333333333","955,658063815365","241,842917352885","1,60201041116548","3,66037086797912","6,28472802255247","0,4","33,3333333333333","0,136","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
150 x 60 x 20 x 2,"4,66053802796816",150,60,20,2,142,142,"5,93699111843078","207,585744336714","27,6780992448951","5,91310462270942","30,0189896809798","7,36731310901354","2,24861361620201","0,079159881579077",71,"1498,56903870655","300,849555921539","1,92538158256731","4,66449581473132","7,85993579361323","0,4",75,"0,133333333333333","0,1627",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"150 x 60 x 20 x 2,25","5,2140715666472",150,60,20,"2,25",141,141,"6,64212938426395","231,022510514005","30,8030014018673","5,89757515470354","33,1848240837076","8,14162807685294","2,2351984845179","0,112085933359454","62,6666666666667","1655,83541057179","299,705750411731","1,92405551193701","4,63466072004059","7,82672249159601","0,4","66,6666666666667","0,133333333333333","0,1858",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"150 x 60 x 20 x 2,65","6,0863052003516",150,60,20,"2,65","139,4","139,4","7,75325503229503","267,384959586865","35,6513279449153","5,87254633937095","37,9908852341581","9,31583614134193","2,21359248523852","0,181490778214306","52,6037735849057","1894,61031686545","297,875661596039","1,92190280531431","4,58690512524579","7,77344780819745","0,4","56,6037735849057","0,133333333333333","0,2214",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
150 x 60 x 20 x 3,"6,83596056292836",150,60,20,3,138,138,"8,70823001646924","298,064090239074","39,7418786985432","5,85045822329436","41,9389043014973","10,2791109291486","2,19454046920213","0,261246900494077",46,"2090,94304507172","296,274333882308","1,91998718657948","4,54509880145514","7,72669349776911","0,4",50,"0,133333333333333","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"150 x 60 x 20 x 3,35","7,57297012971817",150,60,20,"3,35","136,6","136,6","9,64709570664734","327,690600154817","43,6920800206423","5,82818995893606","45,6513804722063","11,1836938881562","2,17534760456966","0,360881771892833","40,7761194029851","2275,90217496822","294,673006168577","1,91804095062436","4,5032730616046","7,67980492366335","0,4","44,7761194029851","0,133333333333333","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"150 x 60 x 20 x 3,75","8,39978212957556",150,60,20,"3,75",135,135,"10,7003594007332","360,272187091195","48,0362916121593","5,80251384748642","49,6113925941414","12,1470859105653","2,15323547597152","0,501579346909369",36,"2473,81471847899","292,842917352885","1,91577824019583","4,45544769880038","7,62604774191714","0,4",40,"0,133333333333333","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"150 x 60 x 20 x 4,25","9,41007015754372",150,60,20,"4,25",133,133,"11,987350519164","399,103055528484","53,2137407371312","5,77006790356702","54,1466983498732","13,248164379417","2,12532028727062","0,721738395841331","31,2941176470588","2701,76294347109","290,55530633327","1,91289051077912","4,3956278990367","7,5585854868519","0,4","35,2941176470588","0,133333333333333","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"150 x 60 x 20 x 4,75","10,3945504390079",150,60,20,"4,75",131,131,"13,2414655273986","435,851727810582","58,1135637080776","5,73721808667265","58,2330163008907","14,2376738735201","2,09708781023134","0,995868553206435","27,578947368421","2909,03151261785","288,267695313654","1,90993466923025","4,33576404853004","7,49081427765969","0,4","31,5789473684211","0,133333333333333","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
200 x 75 x 20 x 2,"5,91653802796816",200,75,20,2,192,192,"7,53699111843078","467,416618544859","46,7416618544859","7,87504552109425","56,3002089921659","10,6233022427346","2,7331030181386","0,10049321491241",96,"4615,38530087042","380,849555921539","2,20030996899572","5,41849132309837","9,94214475279641","0,375",100,"0,1","0,12",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 20 x 2,25","6,6270715666472",200,75,20,"2,25",191,191,"8,44212938426395","521,396692197206","52,1396692197206","7,85883433454503","62,4167090507931","11,7741851476053","2,71909531346882","0,142460933359454","84,8888888888889","5118,18438720336","379,705750411731","2,19885106541852","5,38869944363757","9,90922994563209","0,375","88,8888888888889","0,1","0,1349",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 25 x 2,65","7,9585302003516",200,75,25,"2,65","189,4","189,4","10,138255032295","621,66312579989","62,166312579989","7,83061636981251","78,6929630909956","15,2259445347737","2,78603355834571","0,237319653214306","71,4716981132076","6862,48739735943","387,875661596039","2,33165310951496","5,67336879009269","10,0631828537398","0,375","75,4716981132076","0,125","0,1615",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
200 x 75 x 25 x 3,"8,95546056292836",200,75,25,3,188,188,"11,4082300164693","695,5379360813","69,55379360813","7,80820625299739","87,3510639532023","16,8956672805179","2,76710070546858","0,342246900494077","62,6666666666667","7616,7267649676","386,274333882308","2,32997253065434","5,63195538466962","10,0171778789468","0,375","66,6666666666667","0,125","0,1858",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 25 x 3,35","9,93974512971817",200,75,25,"3,35","186,6","186,6","12,6620957066473","767,53070170302","76,753070170302","7,78565369357561","95,6221457246244","18,4893977874044","2,74806149224924","0,473667896892833","55,7014925373134","8338,10002442716","384,673006168577","2,32827148703755","5,59053130811197","9,97107244525135","0,375","59,7014925373134","0,125","0,2094",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 25 x 3,75","11,0491571295756",200,75,25,"3,75",185,185,"14,0753594007332","847,519101540649","84,7519101540649","7,75970124929595","104,60805851901","20,2192042142078","2,72616931032668","0,659782471909369","49,3333333333333","9123,29595310383","382,842917352885","2,32630189542754","5,54317609185423","9,918254068746","0,375","53,3333333333333","0,125","0,235",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 25 x 4,25","12,4126951575437",200,75,25,"4,25",183,183,"15,812350519164","944,097411398966","94,4097411398966","7,72698709534359","115,152475688037","22,2465307183327","2,69859942327676","0,952035270841331","43,0588235294118","10047,6413497752","380,55530633327","2,32380074691183","5,48396133665603","9,85203534102747","0,375","47,0588235294118","0,125","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 25 x 4,75","13,7504254390079",200,75,25,"4,75",181,181,"17,5164655273986","1036,92273277502","103,692273277502","7,69396060912355","124,947560291366","24,1269960861914","2,67079559285716","1,31738417820644","38,1052631578947","10910,5564997281","378,267695313654","2,32125500228032","5,42472275084805","9,78559123799571","0,375","42,1052631578947","0,125","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 75 x 30 x 6,3","17,4528422517134",200,75,30,6,176,176,"22,232920065877","1284,34519364341","128,434519364341","7,60050815145226","160,195857386478","31,7001541503802","2,68427735303057","2,66795040790524","29,3333333333333","14938,0427095442","382,548667764616","2,44652749552775","5,5990883342894","9,81442098360676","0,375","33,3333333333333","0,15","0,25",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 100 x 25 x 2,65","8,9986552003516",200,100,25,"2,65","189,4","189,4","11,463255032295","750,67513783114","75,067513783114","8,09230119625257","157,202201428343","23,5056234120575","3,70318436741137","0,268335694880973","71,4716981132076","13447,2918045169","437,875661596039","3,31214498451874","7,88676532394486","11,8911723721797","0,5","75,4716981132076","0,125","0,1595",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
200 x 100 x 25 x 3,"10,1329605629284",200,100,25,3,188,188,"12,9082300164693","841,0716860813","84,10716860813","8,0720372750545","175,165945433563","26,1801911113658","3,68376138349795","0,387246900494077","62,6666666666667","14970,3344739273","436,274333882308","3,30921822959816","7,84345145978173","11,84261856611","0,5","66,6666666666667","0,125","0,1859",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 100 x 25 x 3,35","11,2546201297182",200,100,25,"3,35","186,6","186,6","14,3370957066473","929,46644592177","92,946644592177","8,05167554375147","192,49870103934","28,7580188360452","3,66423492212746","0,536326855226166","55,7014925373134","16438,1212005098","434,673006168577","3,30625999875685","7,80011049751258","11,7939739019463","0,5","59,7014925373134","0,125","0,2126",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 100 x 25 x 3,75","12,5210321295756",200,100,25,"3,75",185,185,"15,9503594007332","1028,0537695094","102,80537695094","8,02828309559664","211,543751759466","31,5870832847312","3,64178971089949","0,747673096909369","49,3333333333333","18049,3959299375","432,842917352885","3,30283996617934","7,75054418812115","11,7382663529788","0,5","53,3333333333333","0,125","0,2422",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 100 x 25 x 4,25","14,0808201575437",200,100,25,"4,25",183,183,"17,937350519164","1147,66211843022","114,766211843022","7,99885595467038","234,219356056893","34,9503141484772","3,61353481942176","1,07997797917466","43,0588235294118","19966,6523702116","430,55530633327","3,29850498447959","7,68853458015928","11,668457244428","0,5","47,0588235294118","0,125","0,2598",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
"200 x 100 x 25 x 4,75","15,6148004390079",200,100,25,"4,75",181,181,"19,8914655273986","1263,27544761877","126,327544761877","7,96921671165447","255,657249409785","38,1242373554862","3,58505370016458","1,4960039698731","38,1052631578947","21779,3161532415","428,267695313655","3,29410193767469","7,62646615954535","11,5984486511372","0,5","42,1052631578947","0,125","0,2598",DEVE-SE VERIFICAR A FLAMBAGEM DISTORCIONA
250 x 85 x 25 x 2,"7,17253802796816",250,85,25,2,242,242,"9,13699111843077","871,507859733389","69,7206287786711","9,76638977028205","88,9816388535111","14,6670033696714","3,12067540928962","0,121826548245744",121,"11477,0586745969","460,849555921539","2,43320935362243","6,09159975921892","11,9259620904031","0,34",125,"0,1","0,1",DISPENSA-SE A ANÁLISE DA FLAMBAGEM DISTORCIONAL
